split,train,test,chosen_out_of_sample,hindsight_best,cagr_chosen,cagr_hindsight,cagr_unlevered,drawdown_chosen,drawdown_hindsight,drawdown_unlevered,cost_of_no_hindsight,value_of_fitting
1970,1926-1969,1970-2026,1.0566730904347652,2.0,0.13807038155509943,0.1754629951481268,0.13699122531055363,-0.5063430418088413,-0.7881483587666207,-0.5014894047490641,0.03739261359302737,0.001079156244545798
1990,1926-1989,1990-2026,1.3529171911990325,1.95,0.16508613184177223,0.20185663065488613,0.13946289981024096,-0.6298470624169569,-0.7759088836611108,-0.5014894047490632,0.036770498813113894,0.025623232031531273
