haircut,build,mu_arith,sigma,full_kelly,half_kelly,p05_optimal,median_optimal,p05_cagr_at_1x,p05_cagr_at_1_5x,median_cagr_at_1_5x
0.0,momentum premium haircut 0%,0.1295157426640024,0.1885171506872527,2.150428529553658,1.075214264776829,1.0,2.1493166235596197,0.01595496038375117,-0.019467095211988177,0.13849637178902108
0.25,momentum premium haircut 25%,0.12501125811646727,0.1885178845798971,2.0283033303845106,1.0141516651922553,1.0,2.063171879919437,0.011493631051027343,-0.026183183674542997,0.13077754057023683
0.5,momentum premium haircut 50%,0.12050677356893212,0.18851866785793903,1.9056711896021779,0.9528355948010889,1.0,1.9577390075290695,0.007102797431447094,-0.03284098700917288,0.12298669547131613
0.75,momentum premium haircut 75%,0.11600228902139693,0.1885195005207629,1.7825688843498098,0.8912844421749049,1.0,1.8675705543912104,0.0027472893759484143,-0.03897613356820557,0.11525115534901809
1.0,momentum premium haircut 100%,0.1114978044738618,0.1885203825677144,1.6590142050669063,0.8295071025334532,1.0,1.7821720970662553,-0.0017911954994760113,-0.04536938222248469,0.10768685772224929
